,Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Technology,Ownership,Nameplate Capacity (MW),Plant Balance,Retirement Year,Total Cost of Electricity Excluding ADIT ($/MWh),Current Designation,Predicted Retirement Year,Profits,CF Offset,Owner #1,% Owned #1,Owner #2,% Owned #2,Owner #3,% Owned #3,Owner #4,% Owned #4,Owner #5,% Owned #5
8130,3046,Duke Energy Progress - (NC),7538.0,Wayne County,NC,ALL,Natural Gas Fired Combustion Turbine,S,195.2,162345941.1,2040.0,,,,,,,,,,,,,,,
4588,5416,"Duke Energy Carolinas, LLC",2727.0,Marshall (NC),NC,ALL,Conventional Steam Coal,S,348.5,648743550.5,2034.0,,,,,,,,,,,,,,,
8889,5416,"Duke Energy Carolinas, LLC",8042.0,Belews Creek,NC,ALL,Conventional Steam Coal,S,1245.6,910387184.3,2037.0,,,,,,,,,,,,,,,
5248,5416,"Duke Energy Carolinas, LLC",3264.0,W S Lee,SC,ALL,Natural Gas Steam Turbine,S,163.2,59032985.74,2030.0,,,,,,,,,,,,,,,
4565,5416,"Duke Energy Carolinas, LLC",2718.0,G G Allen,NC,ALL,Conventional Steam Coal,S,163.2,253738229.7,2026.0,,,,,,,,,,,,,,,
5251,5416,"Duke Energy Carolinas, LLC",3265.0,Oconee,SC,ALL,Nuclear,S,886.7,2238939743.0,2034.0,,,,,,,,,,,,,,,
6589,5416,"Duke Energy Carolinas, LLC",6038.0,McGuire,NC,ALL,Nuclear,S,1220.3,1577566561.0,2043.0,,,,,,,,,,,,,,,
6587,5416,"Duke Energy Carolinas, LLC",6036.0,Catawba,SC,ALL,Nuclear,J,1205.1,381041745.9,2043.0,,,,,,,,,,,,,,,
4578,5416,"Duke Energy Carolinas, LLC",2722.0,Cowans Ford,NC,ALL,Conventional Hydroelectric,S,87.5,49813237.5,2055.0,,,,,,,,,,,,,,,
7685,5416,"Duke Energy Carolinas, LLC",7125.0,Bad Creek,SC,ALL,Hydroelectric Pumped Storage,S,324.0,485659294.5,2058.0,,,,,,,,,,,,,,,
5244,5416,"Duke Energy Carolinas, LLC",3262.0,Jocassee,SC,ALL,Hydroelectric Pumped Storage,S,193.5,62043708.48,2046.0,,,,,,,,,,,,,,,
7385,5416,"Duke Energy Carolinas, LLC",6517.0,Keowee,SC,ALL,Conventional Hydroelectric,S,78.8,70692583.47,2046.0,,,,,,,,,,,,,,,
5223,5416,"Duke Energy Carolinas, LLC",3257.0,Fishing Creek,SC,ALL,Conventional Hydroelectric,S,9.3,27218671.89,2055.0,,,,,,,,,,,,,,,
5217,5416,"Duke Energy Carolinas, LLC",3255.0,Cedar Creek,SC,ALL,Conventional Hydroelectric,S,15.0,16429201.77,2055.0,,,,,,,,,,,,,,,
4570,5416,"Duke Energy Carolinas, LLC",2719.0,Bridgewater,NC,ALL,Conventional Hydroelectric,S,13.0,151252011.9,2055.0,,,,,,,,,,,,,,,
5228,5416,"Duke Energy Carolinas, LLC",3258.0,Gaston Shoals,SC,ALL,Conventional Hydroelectric,S,1.4,10845459.39,2036.0,,,,,,,,,,,,,,,
4585,5416,"Duke Energy Carolinas, LLC",2726.0,Lookout Shoals,NC,ALL,Conventional Hydroelectric,S,8.6,11607772.25,2055.0,,,,,,,,,,,,,,,
4592,5416,"Duke Energy Carolinas, LLC",2728.0,Mountain Island,NC,ALL,Conventional Hydroelectric,S,15.0,16212557.78,2055.0,,,,,,,,,,,,,,,
5275,5416,"Duke Energy Carolinas, LLC",3272.0,99 Islands,SC,ALL,Conventional Hydroelectric,S,3.0,9882405.07,2036.0,,,,,,,,,,,,,,,
4596,5416,"Duke Energy Carolinas, LLC",2729.0,Oxford Dam,NC,ALL,Conventional Hydroelectric,S,18.0,27516784.91,2055.0,,,,,,,,,,,,,,,
4598,5416,"Duke Energy Carolinas, LLC",2730.0,Rhodhiss,NC,ALL,Conventional Hydroelectric,S,8.5,21093680.51,2055.0,,,,,,,,,,,,,,,
4603,5416,"Duke Energy Carolinas, LLC",2736.0,Tuxedo,NC,ALL,Conventional Hydroelectric,S,2.5,4649114.65,2041.0,,,,,,,,,,,,,,,
5266,5416,"Duke Energy Carolinas, LLC",3270.0,Wateree Hydro,SC,ALL,Conventional Hydroelectric,S,11.2,25919162.24,2055.0,,,,,,,,,,,,,,,
5271,5416,"Duke Energy Carolinas, LLC",3271.0,Wylie,SC,ALL,Conventional Hydroelectric,S,15.0,24277439.93,2055.0,,,,,,,,,,,,,,,
5232,5416,"Duke Energy Carolinas, LLC",3259.0,Great Falls (SC),SC,ALL,Conventional Hydroelectric,S,3.0,15858492.58,2055.0,,,,,,,,,,,,,,,
5220,5416,"Duke Energy Carolinas, LLC",3256.0,Dearborn,SC,ALL,Conventional Hydroelectric,S,15.0,11807532.54,2055.0,,,,,,,,,,,,,,,
4605,5416,"Duke Energy Carolinas, LLC",2741.0,Bear Creek Dam,NC,ALL,Conventional Hydroelectric,S,9.0,539888.2405,2041.0,,,,,,,,,,,,,,,
4606,5416,"Duke Energy Carolinas, LLC",2743.0,Cedar Cliff,NC,ALL,Conventional Hydroelectric,S,6.4,4171516.445,2041.0,,,,,,,,,,,,,,,
4607,5416,"Duke Energy Carolinas, LLC",2745.0,Franklin (NC),NC,ALL,Conventional Hydroelectric,S,0.5,7079128.628,2041.0,,,,,,,,,,,,,,,
4609,5416,"Duke Energy Carolinas, LLC",2746.0,Mission,NC,ALL,Conventional Hydroelectric,S,0.6,6640247.216,2041.0,,,,,,,,,,,,,,,
4612,5416,"Duke Energy Carolinas, LLC",2747.0,Nantahala,NC,ALL,Conventional Hydroelectric,S,43.2,5056354.267,2042.0,,,,,,,,,,,,,,,
7269,5416,"Duke Energy Carolinas, LLC",6438.0,Queens Creek,NC,ALL,Conventional Hydroelectric,S,1.4,61661.455760000004,2032.0,,,,,,,,,,,,,,,
4613,5416,"Duke Energy Carolinas, LLC",2749.0,Tennessee Creek,NC,ALL,Conventional Hydroelectric,S,10.8,2708556.515,2041.0,,,,,,,,,,,,,,,
4614,5416,"Duke Energy Carolinas, LLC",2750.0,Thorpe,NC,ALL,Conventional Hydroelectric,S,21.6,2523112.804,2041.0,,,,,,,,,,,,,,,
4615,5416,"Duke Energy Carolinas, LLC",2751.0,Tuckasegee,NC,ALL,Conventional Hydroelectric,S,3.0,2067434.753,2041.0,,,,,,,,,,,,,,,
7840,5416,"Duke Energy Carolinas, LLC",7277.0,Lincoln Combustion,NC,ALL,Natural Gas Fired Combustion Turbine,S,109.6,120102904.1,2035.0,,,,,,,,,,,,,,,
4582,5416,"Duke Energy Carolinas, LLC",2723.0,Dan River,NC,ALL,Natural Gas Fired Combined Cycle,S,185.3,507543746.5,2052.0,,,,,,,,,,,,,,,
8756,5416,"Duke Energy Carolinas, LLC",7981.0,Mill Creek (SC),SC,ALL,Natural Gas Fired Combustion Turbine,S,99.9,119422156.5,2043.0,,,,,,,,,,,,,,,
12738,5416,"Duke Energy Carolinas, LLC",55116.0,Rockingham County CT Station,NC,ALL,Natural Gas Fired Combustion Turbine,S,195.5,156663124.4,2040.0,,,,,,,,,,,,,,,
4573,5416,"Duke Energy Carolinas, LLC",2720.0,Buck,NC,ALL,Natural Gas Fired Combined Cycle,S,185.3,495783851.1,2051.0,,,,,,,,,,,,,,,
7778,17539,South Carolina Electric&Gas Company,7210.0,Cope,SC,ALL,Conventional Steam Coal,S,417.3,349204962.5,2071.0,,,,,,,,,,,,,,,
5329,17539,South Carolina Electric&Gas Company,3297.0,Wateree,SC,ALL,Conventional Steam Coal,S,385.9,641032936.7,2045.0,,,,,,,,,,,,,,,
6794,17539,South Carolina Electric&Gas Company,6127.0,V C Summer,SC,ALL,Nuclear,J,1029.6,678712772.6,2062.0,,,,,,,,,,,,,,,
5286,17539,South Carolina Electric&Gas Company,3281.0,Coit GT,SC,ALL,Natural Gas Fired Combustion Turbine,S,19.6,393111.2124,2029.0,,,,,,,,,,,,,,,
6786,17539,South Carolina Electric&Gas Company,6126.0,Fairfield Pumped Storage,SC,ALL,Hydroelectric Pumped Storage,S,73.4,305809746.3,2128.0,,,,,,,,,,,,,,,
5295,17539,South Carolina Electric&Gas Company,3285.0,Hagood,SC,ALL,Natural Gas Fired Combustion Turbine,S,122.0,18909963.43,2064.0,,,,,,,,,,,,,,,
5298,17539,South Carolina Electric&Gas Company,3286.0,Hardeeville,SC,ALL,Petroleum Liquids,S,16.3,-1450687.779,2018.0,,,,,,,,,,,,,,,
13981,17539,South Carolina Electric&Gas Company,55927.0,Jasper,SC,ALL,Natural Gas Fired Combined Cycle,S,198.9,360576820.1,2079.0,,,,,,,,,,,,,,,
5299,17539,South Carolina Electric&Gas Company,3287.0,McMeekin,SC,ALL,Natural Gas Steam Turbine,S,146.8,66849791.35,2028.0,,,,,,,,,,,,,,,
5301,17539,South Carolina Electric&Gas Company,3289.0,Neal Shoals,SC,ALL,Conventional Hydroelectric,S,1.1,4578113.722,2055.0,,,,,,,,,,,,,,,
5311,17539,South Carolina Electric&Gas Company,3291.0,Parr GT,SC,ALL,Natural Gas Fired Combustion Turbine,S,19.6,4791903.287,2030.0,,,,,,,,,,,,,,,
5305,17539,South Carolina Electric&Gas Company,3290.0,Parr Hydro,SC,ALL,Conventional Hydroelectric,S,2.5,27485298.27,2064.0,,,,,,,,,,,,,,,
5315,17539,South Carolina Electric&Gas Company,3293.0,Saluda Lexington,SC,ALL,Conventional Hydroelectric,S,32.5,767154215.1,2082.0,,,,,,,,,,,,,,,
1327,17539,South Carolina Electric&Gas Company,736.0,Stevens Creek,GA,ALL,Conventional Hydroelectric,S,2.2,32653875.83,2079.0,,,,,,,,,,,,,,,
6988,15466,Public Service Co of Colorado,6207.0,Ames Hydro,CO,ALL,Conventional Hydroelectric,S,3.6,10937909.06,2050.0,,,,,,,,,,,,,,,
841,15466,Public Service Co of Colorado,467.0,Cabin Creek,CO,ALL,Hydroelectric Pumped Storage,S,150.0,57242546.39,2054.0,,,,,,,,,,,,,,,
851,15466,Public Service Co of Colorado,472.0,Georgetown Hydro,CO,ALL,Conventional Hydroelectric,S,0.6,14599106.67,2036.0,,,,,,,,,,,,,,,
855,15466,Public Service Co of Colorado,474.0,Salida,CO,ALL,Conventional Hydroelectric,S,0.8,5853221.8889999995,2027.0,,,,,,,,,,,,,,,
857,15466,Public Service Co of Colorado,476.0,Shoshone (CO),CO,ALL,Conventional Hydroelectric,S,7.2,21345857.8,2058.0,,,,,,,,,,,,,,,
6986,15466,Public Service Co of Colorado,6206.0,Tacoma,CO,ALL,Conventional Hydroelectric,S,2.3,24531086.25,2050.0,,,,,,,,,,,,,,,
838,15466,Public Service Co of Colorado,464.0,Alamosa,CO,ALL,Natural Gas Fired Combustion Turbine,S,26.6,1762113.0,2026.0,,,,,,,,,,,,,,,
13736,15466,Public Service Co of Colorado,55645.0,Blue Spruce Energy Center,CO,ALL,Natural Gas Fired Combustion Turbine,S,198.9,169583483.4,2050.0,,,,,,,,,,,,,,,
850,15466,Public Service Co of Colorado,471.0,Fruita,CO,ALL,Natural Gas Fired Combustion Turbine,S,26.6,539641.5,2026.0,,,,,,,,,,,,,,,
6753,15466,Public Service Co of Colorado,6112.0,Fort St Vrain,CO,ALL,Natural Gas Fired Combined Cycle,S,342.6,188784602.1,2041.0,,,,,,,,,,,,,,,
8926,15466,Public Service Co of Colorado,8067.0,Fort Lupton,CO,ALL,Natural Gas Fired Combustion Turbine,S,50.4,2854878.0,2026.0,,,,,,,,,,,,,,,
13929,15466,Public Service Co of Colorado,55835.0,Rocky Mountain Energy Center,CO,ALL,Natural Gas Fired Combined Cycle,S,175.1,317645817.2,2050.0,,,,,,,,,,,,,,,
859,15466,Public Service Co of Colorado,477.0,Valmont,CO,ALL,Natural Gas Fired Combustion Turbine,S,59.3,1533929.25,2026.0,,,,,,,,,,,,,,,
6334,20856,Wisconsin Power & Light Co,4059.0,Sheepskin,WI,ALL,Natural Gas Fired Combustion Turbine,S,41.7,-231148.0,2018.0,,,,,,,,,,,,,,,
12784,20856,Wisconsin Power & Light Co,55135.0,Alliant Energy Neenah,WI,ALL,Natural Gas Fired Combustion Turbine,S,185.5,72102345.78,2041.0,,,,,,,,,,,,,,,
14289,20856,Wisconsin Power & Light Co,56166.0,Sheboygan Falls,WI,ALL,Natural Gas Fired Combustion Turbine,W,173.4,237474.4,2024.0,,,,,,,,,,,,,,,
13733,20856,Wisconsin Power & Light Co,55641.0,Riverside Energy Center,WI,ALL,Natural Gas Fired Combined Cycle,S,198.9,346557238.6,2046.0,,,,,,,,,,,,,,,
16259,20856,Wisconsin Power & Light Co,57198.0,Bent Tree Wind Farm Phase 1,MN,ALL,Onshore Wind Turbine,S,201.3,78053472.31,2040.0,,,,,,,,,,,,,,,
14581,20856,Wisconsin Power & Light Co,56347.0,Cedar Ridge,WI,ALL,Onshore Wind Turbine,S,67.7,102933982.5,2036.0,,,,,,,,,,,,,,,
7729,20847,Wisconsin Electric Power Co,7159.0,Concord,WI,ALL,Natural Gas Fired Combustion Turbine,S,95.4,53388790.99,2031.0,,,,,,,,,,,,,,,
14161,20847,Wisconsin Electric Power Co,56068.0,Elm Road Generating Station,WI,ALL,Conventional Steam Coal,J,701.3,18711032.96,2054.0,,,,,,We Power,0.8334,,,,,,,,
7022,20847,Wisconsin Electric Power Co,6253.0,Germantown,WI,ALL,Petroleum Liquids,S,61.2,30683401.31,2030.0,,,,,,,,,,,,,,,
7836,20847,Wisconsin Electric Power Co,7270.0,Paris (WI),WI,ALL,Natural Gas Fired Combustion Turbine,S,95.4,48433351.55,2032.0,,,,,,,,,,,,,,,
6913,20847,Wisconsin Electric Power Co,6170.0,Pleasant Prairie,WI,ALL,Conventional Steam Coal,S,616.6,552014840.4,2039.0,,,,,,,,,,,,,,,
3043,20847,Wisconsin Electric Power Co,1769.0,Presque Isle,MI,ALL,Conventional Steam Coal,S,90.0,188324202.6,2035.0,,,,,,,,,,,,,,,
6292,20847,Wisconsin Electric Power Co,4040.0,Port Washington Generating Station,WI,ALL,Natural Gas Fired Combined Cycle,W,167.9,7082497.1,2040.0,,,,,,,,,,,,,,,
6298,20847,Wisconsin Electric Power Co,4041.0,South Oak Creek,WI,ALL,Conventional Steam Coal,S,299.2,939252702.4,2040.0,,,,,,,,,,,,,,,
6302,20847,Wisconsin Electric Power Co,4042.0,Valley (WI),WI,ALL,Natural Gas Steam Turbine,S,136.0,73231768.21,2038.0,,,,,,,,,,,,,,,
9101,12647,"ALLETE, Inc.",10075.0,Taconite Harbor Energy Center,MN,ALL,Conventional Steam Coal,S,84.0,,,67.8896223,,,,,,,,,,,,,,
3248,13781,Northern States Power Co - Minnesota,1915.0,Allen S King,MN,ALL,Conventional Steam Coal,S,598.4,,,58.88359823,,,,,,,,,,,,,,
3538,19436,Union Electric Co - (MO),2103.0,Labadie,MO,ALL,Conventional Steam Coal,S,573.7,,,32.93842833,,,,,,,,,,,,,,
6857,19436,Union Electric Co - (MO),6155.0,Rush Island,MO,ALL,Conventional Steam Coal,S,621.0,,,36.94118296,,,,,,,,,,,,,,
3556,19436,Union Electric Co - (MO),2107.0,Sioux,MO,ALL,Conventional Steam Coal,S,549.7,,,58.16999522,,,,,,,,,,,,,,
6455,14354,PacifiCorp,4158.0,Dave Johnston,WY,ALL,Conventional Steam Coal,S,133.6,,,41.66199467,,,,,,,,,,,,,,
6899,14354,PacifiCorp,6165.0,Hunter,UT,ALL,Conventional Steam Coal,J,525.0,,,39.31750892,,,,,PacifiCorp,0.9375,,,,,,,,
8937,14354,PacifiCorp,8069.0,Huntington,UT,ALL,Conventional Steam Coal,S,541.3,,,42.2416093,,,,,,,,,,,,,,
8922,14354,PacifiCorp,8066.0,Jim Bridger,WY,ALL,Conventional Steam Coal,J,608.3,,,49.64073402,,,,,Idaho Power Co,0.3333,PacifiCorp,0.6667,,,,,,
6459,14354,PacifiCorp,4162.0,Naughton,WY,ALL,Conventional Steam Coal,S,192.0,,,44.27736622,,,,,,,,,,,,,,
6746,14354,PacifiCorp,6101.0,Wyodak,WY,ALL,Conventional Steam Coal,J,402.3,,,48.54957382,,,,,PacifiCorp,0.8,"Black Hills Power, Inc. d/b/a",0.2,,,,,,
236,803,Arizona Public Service Co,113.0,Cholla,AZ,ALL,Conventional Steam Coal,S,113.6,,,68.18121617,,,,,,,,,,,,,,
6685,15298,Talen Montana LLC,6076.0,Colstrip,MT,ALL,Conventional Steam Coal,J,358.0,,,33.13533109,,,,,Talen Montana LLC,0.5,Puget Sound Energy Inc,0.5,,,,,,
6558,30151,"Tri-State G & T Assn, Inc",6021.0,Craig (CO),CO,ALL,Conventional Steam Coal,J,446.4,23255258.62,2025.0,39.40880702,,,,,PacifiCorp,0.1928,Platte River Power Authority,0.18,Salt River Project,0.29,"Tri-State G & T Assn, Inc",0.24,,
930,15466,Public Service Co of Colorado,525.0,Hayden,CO,ALL,Conventional Steam Coal,J,190.0,94800690.58,2030.0,46.87982846,,,,,PacifiCorp,0.245,Public Service Co of Colorado,0.755,,,,,,
6772,7140,Georgia Power Co,6124.0,McIntosh,GA,ALL,Conventional Steam Coal,S,177.6,,,450.7107871,,,,,,,,,,,,,,
8889,5416,"Duke Energy Carolinas, LLC",8042.0,Belews Creek,NC,ALL,Conventional Steam Coal,S,1245.6,,,48.32230473,,,,,,,,,,,,,,
4565,5416,"Duke Energy Carolinas, LLC",2718.0,G G Allen,NC,ALL,Conventional Steam Coal,S,163.2,,,111.8735804,,,,,,,,,,,,,,
4588,5416,"Duke Energy Carolinas, LLC",2727.0,Marshall (NC),NC,ALL,Conventional Steam Coal,S,348.5,,,47.2898447,,,,,,,,,,,,,,
7778,17539,South Carolina Electric&Gas Company,7210.0,Cope,SC,ALL,Conventional Steam Coal,S,417.3,,,61.33504033,,,,,,,,,,,,,,
5329,17539,South Carolina Electric&Gas Company,3297.0,Wateree,SC,ALL,Conventional Steam Coal,S,385.9,,,69.88582507,,,,,,,,,,,,,,
14161,20847,Wisconsin Electric Power Co,56068.0,Elm Road Generating Station,WI,ALL,Conventional Steam Coal,J,701.3,,,76839.68065,,,,,We Power,0.8334,,,,,,,,
6913,20847,Wisconsin Electric Power Co,6170.0,Pleasant Prairie,WI,ALL,Conventional Steam Coal,S,616.6,,,49.84681634,,,,,,,,,,,,,,
3043,20847,Wisconsin Electric Power Co,1769.0,Presque Isle,MI,ALL,Conventional Steam Coal,S,90.0,,,69.92109122,,,,,,,,,,,,,,
6298,20847,Wisconsin Electric Power Co,4041.0,South Oak Creek,WI,ALL,Conventional Steam Coal,S,299.2,,,62.29539332,,,,,,,,,,,,,,
1867,9417,Interstate Power and Light Co,1104.0,Burlington (IA),IA,ALL,Conventional Steam Coal,S,212.0,,,31.21149066,,,,,,,,,,,,,,
7027,9417,Interstate Power and Light Co,6254.0,Ottumwa,IA,ALL,Conventional Steam Coal,J,725.9,,,48.69736188,,,,,Interstate Power and Light Co,0.48,MidAmerican Energy Co,0.52,,,,,,
7529,12341,MidAmerican Energy Co,6664.0,Louisa,IA,ALL,Conventional Steam Coal,J,811.9,,,47.96662687,,,,,MidAmerican Energy Co,0.88,,,,,,,,
